"","Spelling","wlen","FreqCount","LogFreq(Zipf)","CD","DomPoS","DomPoSLemma","Spell_check","Hyphen","Double_word_entry"
"412","mix",3,10194,4.704,0.132,"noun","mix","UKUS",0,NA
"413","arm",3,10147,4.702,0.135,"noun","arm","UKUS",0,NA
"414","sat",3,10079,4.699,0.157,"verb","sit","UKUS",0,NA
"415","odd",3,10066,4.699,0.164,"adjective","odd","UKUS",0,NA
"416","van",3,9824,4.688,0.091,"noun","van","UKUS",0,NA
"417","jim",3,9240,4.661,0.065,"name","jim","X",0,NA
"418","doo",3,9220,4.661,0.029,"noun","doo","UKUS",0,NA
"419","dan",3,9095,4.655,0.05,"name","dan","X",0,NA
"420","hee",3,9021,4.651,0.037,"noun","hee","X",0,NA
"421","non",3,8658,4.633,0.128,"noun","non","UKUS",0,NA
"422","hoo",3,8561,4.628,0.077,"noun","hoo","X",0,NA
"423","mid",3,8275,4.614,0.127,"adjective","mid","UKUS",0,NA
"424","max",3,8250,4.612,0.047,"name","max","UKUS",0,NA
"425","gun",3,8002,4.599,0.086,"noun","gun","UKUS",0,NA
"426","pan",3,7955,4.596,0.06,"verb","pan","UKUS",0,NA
"427","ill",3,7774,4.586,0.116,"adjective","ill","UKUS",0,NA
"428","lay",3,7770,4.586,0.123,"verb","lay","UKUS",0,NA
"429","sue",3,7675,4.581,0.05,"verb","sue","UKUS",0,NA
"430","tie",3,7669,4.581,0.101,"noun","tie","UKUS",0,NA
"431","gap",3,7668,4.58,0.099,"noun","gap","UKUS",0,NA
"432","woo",3,7659,4.58,0.081,"name","woo","UKUS",0,NA
"433","fix",3,7540,4.573,0.108,"verb","fix","UKUS",0,NA
"434","lib",3,7524,4.572,0.051,"name","lib","UKUS",0,NA
"435","rob",3,7502,4.571,0.051,"name","rob","UKUS",0,NA
"436","cry",3,7389,4.564,0.102,"verb","cry","UKUS",0,NA
"437","ken",3,7318,4.56,0.045,"name","ken","UKUS",0,NA
"438","ray",3,7313,4.56,0.06,"name","ray","UKUS",0,NA
"439","tip",3,7173,4.551,0.107,"noun","tip","UKUS",0,NA
"440","pie",3,7171,4.551,0.059,"noun","pie","UKUS",0,NA
"441","bay",3,7130,4.549,0.085,"name","bay","UKUS",0,NA
"442","gay",3,6967,4.539,0.052,"adjective","gay","UKUS",0,NA
"443","snp",3,6831,4.53,0.024,"name","snp","X",0,NA
"444","net",3,6802,4.528,0.081,"noun","net","UKUS",0,NA
"445","aid",3,6776,4.527,0.077,"noun","aid","UKUS",0,NA
"446","joy",3,6763,4.526,0.097,"noun","joy","UKUS",0,NA
"447","amy",3,6626,4.517,0.032,"name","amy","X",0,NA
"448","map",3,6598,4.515,0.077,"noun","map","UKUS",0,NA
"449","pig",3,6537,4.511,0.059,"noun","pig","UKUS",0,NA
"450","bin",3,6191,4.488,0.06,"noun","bin","UKUS",0,NA
"451","aim",3,6162,4.486,0.108,"noun","aim","UKUS",0,NA
"452","baa",3,6096,4.481,0.011,"noun","baa","UKUS",0,NA
"453","pre",3,6011,4.475,0.096,"noun","pre","UKUS",0,NA
"454","pet",3,5780,4.458,0.056,"noun","pet","UKUS",0,NA
"455","fox",3,5766,4.457,0.046,"name","fox","UKUS",0,NA
"456","kit",3,5592,4.443,0.069,"noun","kit","UKUS",0,NA
"457","cow",3,5550,4.44,0.062,"noun","cow","UKUS",0,NA
"458","dig",3,5499,4.436,0.08,"verb","dig","UKUS",0,NA
"459","lad",3,5452,4.432,0.078,"noun","lad","UKUS",0,NA
"460","fed",3,5430,4.431,0.092,"verb","feed","UKUS",0,NA
"461","cap",3,5302,4.42,0.063,"noun","cap","UKUS",0,NA
"462","ear",3,5131,4.406,0.076,"noun","ear","UKUS",0,NA
"463","nor",3,5093,4.403,0.086,"conjunction","nor","UKUS",0,NA
"464","yay",3,5081,4.402,0.065,"noun","yay","X",0,NA
"465","era",3,5055,4.4,0.079,"noun","era","UKUS",0,NA
"466","cue",3,4987,4.394,0.032,"noun","cue","UKUS",0,NA
"467","toy",3,4987,4.394,0.057,"noun","toy","UKUS",0,NA
"468","nah",3,4912,4.387,0.049,"name","nah","UKUS",0,NA
"469","pod",3,4871,4.383,0.016,"name","pod","UKUS",0,NA
"470","roy",3,4857,4.382,0.026,"name","roy","X",0,NA
"471","jay",3,4822,4.379,0.028,"name","jay","UKUS",0,NA
"472","pen",3,4774,4.375,0.061,"noun","pen","UKUS",0,NA
"473","hip",3,4730,4.371,0.046,"noun","hip","UKUS",0,NA
"474","mud",3,4676,4.366,0.051,"noun","mud","UKUS",0,NA
"475","ham",3,4516,4.351,0.038,"noun","ham","UKUS",0,NA
"476","tin",3,4485,4.348,0.055,"noun","tin","UKUS",0,NA
"477","ali",3,4463,4.345,0.028,"name","ali","X",0,NA
"478","jam",3,4399,4.339,0.048,"noun","jam","UKUS",0,NA
"479","liz",3,4382,4.338,0.023,"name","liz","X",0,NA
"480","ann",3,4327,4.332,0.027,"name","ann","X",0,NA
"481","tap",3,4302,4.33,0.055,"verb","tap","UKUS",0,NA
"482","raw",3,4185,4.318,0.061,"adjective","raw","UKUS",0,NA
"483","lau",3,4122,4.311,0.004,"name","lau","X",0,NA
"484","hop",3,4079,4.306,0.046,"noun","hop","UKUS",0,NA
"485","ban",3,4027,4.301,0.053,"noun","ban","UKUS",0,NA
"486","bat",3,3975,4.295,0.042,"noun","bat","UKUS",0,NA
"487","lab",3,3839,4.28,0.032,"noun","lab","UKUS",0,NA
"488","kim",3,3806,4.276,0.022,"name","kim","X",0,NA
"489","shy",3,3784,4.274,0.063,"adjective","shy","UKUS",0,NA
"490","owe",3,3767,4.272,0.061,"verb","owe","UKUS",0,NA
"491","eve",3,3663,4.26,0.039,"name","eve","UKUS",0,NA
"492","ted",3,3655,4.259,0.021,"name","ted","UKUS",0,NA
"493","aah",3,3655,4.259,0.033,"noun","aah","X",0,NA
"494","ohh",3,3649,4.258,0.042,"noun","ohh","X",0,NA
"495","pin",3,3640,4.257,0.051,"noun","pin","UKUS",0,NA
"496","poo",3,3616,4.254,0.03,"noun","poo","UKUS",0,NA
"497","zoo",3,3607,4.253,0.029,"noun","zoo","UKUS",0,NA
"498","kat",3,3562,4.248,0.014,"name","kat","X",0,NA
"499","mom",3,3539,4.245,0.022,"noun","mom","UKUS",0,NA
"500","sum",3,3472,4.236,0.061,"noun","sum","UKUS",0,NA
"501","dem",3,3421,4.23,0.033,"name","dem","X",0,NA
"502","oak",3,3407,4.228,0.039,"noun","oak","UKUS",0,NA
"503","rat",3,3386,4.226,0.037,"noun","rat","UKUS",0,NA
"504","lap",3,3374,4.224,0.033,"noun","lap","UKUS",0,NA
"505","dip",3,3362,4.222,0.053,"noun","dip","UKUS",0,NA
"506","dna",3,3359,4.222,0.029,"name","dna","X",0,NA
"507","dot",3,3340,4.22,0.031,"name","dot","UKUS",0,NA
"508","vat",3,3340,4.22,0.034,"name","vat","UKUS",0,NA
"509","bow",3,3336,4.219,0.048,"noun","bow","UKUS",0,NA
"510","den",3,3315,4.216,0.028,"noun","den","UKUS",0,NA
"511","jet",3,3260,4.209,0.039,"noun","jet","UKUS",0,NA
"512","ups",3,3254,4.208,0.059,"noun","up","UKUS",0,NA
"513","dee",3,3251,4.208,0.022,"name","dee","X",0,NA
"514","don",3,3217,4.203,0.027,"name","don","UKUS",0,NA
"515","boo",3,3201,4.201,0.034,"noun","boo","UKUS",0,NA
"516","ate",3,3194,4.2,0.053,"verb","eat","UKUS",0,NA
"517","pit",3,3192,4.2,0.047,"noun","pit","UKUS",0,NA
"518","jon",3,3175,4.198,0.025,"name","jon","X",0,NA
"519","ash",3,3147,4.194,0.026,"noun","ash","UKUS",0,NA
"520","pro",3,3129,4.191,0.048,"adjective","pro","UKUS",0,NA
"521","gym",3,3121,4.19,0.037,"noun","gym","UKUS",0,NA
"522","vet",3,3119,4.19,0.025,"noun","vet","UKUS",0,NA
"523","fee",3,3107,4.188,0.04,"noun","fee","UKUS",0,NA
"524","fry",3,3097,4.187,0.035,"noun","fry","UKUS",0,NA
"525","bee",3,3087,4.185,0.032,"noun","bee","UKUS",0,NA
"526","rip",3,3070,4.183,0.043,"verb","rip","UKUS",0,NA
"527","ahh",3,3070,4.183,0.04,"name","ahh","X",0,NA
"528","raa",3,3019,4.176,0.002,"name","raa","X",0,NA
"529","web",3,2991,4.172,0.037,"noun","web","UKUS",0,NA
"530","tag",3,2963,4.168,0.043,"noun","tag","UKUS",0,NA
"531","les",3,2950,4.166,0.021,"name","les","UKUS",0,NA
"532","raf",3,2946,4.165,0.027,"name","raf","X",0,NA
"533","lid",3,2942,4.165,0.042,"noun","lid","UKUS",0,NA
"534","bum",3,2914,4.16,0.037,"noun","bum","UKUS",0,NA
"535","spy",3,2825,4.147,0.033,"noun","spy","UKUS",0,NA
"536","nan",3,2797,4.143,0.026,"noun","nan","X",0,NA
"537","zoe",3,2753,4.136,0.014,"name","zoe","X",0,NA
"538","hug",3,2722,4.131,0.04,"noun","hug","UKUS",0,NA
"539","rod",3,2722,4.131,0.024,"noun","rod","UKUS",0,NA
"540","usa",3,2703,4.128,0.034,"name","usa","X",0,NA
"541","shh",3,2694,4.126,0.033,"noun","shh","X",0,NA
"542","dum",3,2692,4.126,0.012,"noun","dum","X",0,NA
"543","cha",3,2667,4.122,0.01,"noun","cha","UKUS",0,NA
"544","via",3,2645,4.118,0.049,"preposition","via","UKUS",0,NA
"545","veg",3,2642,4.118,0.031,"noun","veg","X",0,NA
"546","agh",3,2631,4.116,0.027,"name","agh","X",0,NA
"547","san",3,2600,4.111,0.029,"name","san","UKUS",0,NA
"548","ron",3,2590,4.109,0.019,"name","ron","X",0,NA
"549","dom",3,2574,4.107,0.015,"name","dom","X",0,NA
"550","beg",3,2555,4.103,0.043,"verb","beg","UKUS",0,NA
"551","loo",3,2520,4.097,0.034,"noun","loo","UKUS",0,NA
"552","mel",3,2491,4.092,0.015,"name","mel","X",0,NA
"553","log",3,2490,4.092,0.036,"verb","log","UKUS",0,NA
"554","ugh",3,2477,4.09,0.036,"noun","ugh","UKUS",0,NA
"555","ass",3,2471,4.089,0.025,"noun","ass","UKUS",0,NA
"556","fog",3,2427,4.081,0.03,"noun","fog","UKUS",0,NA
"557","toe",3,2408,4.078,0.036,"noun","toe","UKUS",0,NA
"558","rub",3,2398,4.076,0.041,"verb","rub","UKUS",0,NA
"559","bug",3,2378,4.072,0.027,"noun","bug","UKUS",0,NA
"560","owl",3,2364,4.07,0.019,"noun","owl","UKUS",0,NA
"561","dug",3,2357,4.068,0.039,"verb","dig","UKUS",0,NA
"562","mac",3,2354,4.068,0.027,"name","mac","X",0,NA
"563","nok",3,2347,4.066,0.004,"name","nok","X",0,NA
"564","tok",3,2336,4.064,0.004,"name","tok","X",0,NA
"565","dup",3,2333,4.064,0.013,"name","dup","UKUS",0,NA
"566","tan",3,2312,4.06,0.024,"noun","tan","UKUS",0,NA
"567","jug",3,2302,4.058,0.02,"noun","jug","UKUS",0,NA
"568","hay",3,2290,4.056,0.027,"noun","hay","UKUS",0,NA
"569","vic",3,2277,4.053,0.02,"name","vic","X",0,NA
"570","pal",3,2259,4.05,0.028,"noun","pal","UKUS",0,NA
"571","heh",3,2239,4.046,0.013,"noun","heh","X",0,NA
"572","imf",3,2239,4.046,0.019,"name","imf","X",0,NA
"573","gig",3,2233,4.045,0.027,"noun","gig","UKUS",0,NA
"574","leo",3,2226,4.043,0.011,"name","leo","X",0,NA
"575","fur",3,2180,4.034,0.03,"noun","fur","UKUS",0,NA
"576","yum",3,2167,4.032,0.019,"noun","yum","UKUS",0,NA
"577","cab",3,2148,4.028,0.03,"noun","cab","UKUS",0,NA
"578","sub",3,2117,4.022,0.033,"noun","sub","UKUS",0,NA
"579","lit",3,2111,4.02,0.038,"verb","light","UKUS",0,NA
"580","mod",3,2086,4.015,0.021,"name","mod","UKUS",0,NA
"581","moo",3,2077,4.013,0.013,"noun","moo","UKUS",0,NA
"582","par",3,2075,4.013,0.021,"noun","par","UKUS",0,NA
"583","con",3,2053,4.008,0.027,"noun","con","UKUS",0,NA
"584","gps",3,2048,4.007,0.021,"name","gps","X",0,NA
"585","cop",3,2046,4.007,0.026,"noun","cop","UKUS",0,NA
"586","pip",3,2019,4.001,0.011,"name","pip","UKUS",0,NA
"587","jan",3,1978,3.992,0.012,"name","jan","X",0,NA
"588","nut",3,1968,3.99,0.029,"noun","nut","UKUS",0,NA
"589","len",3,1946,3.985,0.012,"name","len","X",0,NA
"590","ooo",3,1944,3.985,0.009,"name","ooo","X",0,NA
"591","thy",3,1893,3.973,0.012,"noun","thy","UKUS",0,NA
"592","pad",3,1862,3.966,0.029,"noun","pad","UKUS",0,NA
"593","jar",3,1852,3.964,0.024,"noun","jar","UKUS",0,NA
"594","sin",3,1823,3.957,0.026,"noun","sin","UKUS",0,NA
"595","hen",3,1822,3.957,0.02,"noun","hen","UKUS",0,NA
"596","kay",3,1809,3.953,0.015,"name","kay","X",0,NA
"597","gut",3,1800,3.951,0.028,"noun","gut","UKUS",0,NA
"598","gem",3,1792,3.949,0.024,"noun","gem","UKUS",0,NA
"599","ant",3,1779,3.946,0.017,"noun","ant","UKUS",0,NA
"600","hah",3,1777,3.946,0.017,"noun","hah","UKUS",0,NA
"601","dvd",3,1736,3.936,0.024,"name","dvd","X",0,NA
"602","mug",3,1732,3.935,0.025,"noun","mug","UKUS",0,NA
"603","abi",3,1719,3.931,0.009,"name","abi","X",0,NA
"604","wah",3,1713,3.93,0.015,"name","wah","X",0,NA
"605","rio",3,1699,3.926,0.016,"name","rio","X",0,NA
"606","rum",3,1649,3.913,0.016,"noun","rum","UKUS",0,NA
"607","ira",3,1641,3.911,0.012,"name","ira","X",0,NA
"608","diy",3,1636,3.91,0.022,"name","diy","X",0,NA
"609","etc",3,1635,3.91,0.029,"unclassified","etc","UKUS",0,NA
"610","pea",3,1628,3.908,0.016,"noun","pea","UKUS",0,NA
"611","lip",3,1623,3.906,0.027,"noun","lip","UKUS",0,NA
"612","yup",3,1608,3.902,0.024,"name","yup","UKUS",0,NA
"613","ssh",3,1593,3.898,0.02,"noun","ssh","X",0,NA
"614","los",3,1590,3.897,0.022,"name","los","UKUS",0,NA
"615","cod",3,1576,3.894,0.013,"noun","cod","UKUS",0,NA
"616","ink",3,1560,3.889,0.02,"noun","ink","UKUS",0,NA
"617","gin",3,1550,3.886,0.021,"noun","gin","UKUS",0,NA
"618","jaw",3,1535,3.882,0.023,"noun","jaw","UKUS",0,NA
"619","ski",3,1525,3.879,0.015,"noun","ski","UKUS",0,NA
"620","pam",3,1525,3.879,0.009,"name","pam","X",0,NA
"621","iii",3,1515,3.876,0.02,"name","iii","UKUS",0,NA
"622","gdp",3,1514,3.876,0.021,"name","gdp","X",0,NA
"623","del",3,1503,3.873,0.014,"name","del","UKUS",0,NA
"624","wax",3,1502,3.873,0.019,"noun","wax","UKUS",0,NA
"625","des",3,1501,3.872,0.014,"name","des","UKUS",0,NA
"626","ton",3,1479,3.866,0.024,"noun","ton","UKUS",0,NA
"627","aww",3,1455,3.859,0.024,"name","aww","X",0,NA
"628","zak",3,1452,3.858,0.005,"name","zak","X",0,NA
"629","val",3,1446,3.856,0.008,"name","val","X",0,NA
"630","axe",3,1436,3.853,0.023,"noun","axe","UKUS",0,NA
"631","aha",3,1432,3.852,0.02,"noun","aha","UKUS",0,NA
"632","flu",3,1421,3.849,0.014,"noun","flu","UKUS",0,NA
"633","tee",3,1421,3.849,0.012,"noun","tee","UKUS",0,NA
"634","bud",3,1419,3.848,0.015,"name","bud","UKUS",0,NA
"635","doc",3,1401,3.842,0.014,"name","doc","UKUS",0,NA
"636","rap",3,1384,3.837,0.018,"noun","rap","UKUS",0,NA
"637","mam",3,1377,3.835,0.012,"noun","mam","X",0,NA
"638","rex",3,1371,3.833,0.009,"name","rex","X",0,NA
"639","lou",3,1355,3.828,0.011,"name","lou","X",0,NA
"640","cub",3,1351,3.827,0.011,"noun","cub","UKUS",0,NA
"641","sec",3,1336,3.822,0.025,"noun","sec","UKUS",0,NA
"642","hut",3,1333,3.821,0.013,"noun","hut","UKUS",0,NA
"643","wig",3,1332,3.821,0.016,"noun","wig","UKUS",0,NA
"644","a&e",3,1323,3.818,0.013,"name","a&e","X",0,NA
"645","bop",3,1314,3.815,0.009,"noun","bop","UKUS",0,NA
"646","ish",3,1305,3.812,0.024,"noun","ish","X",0,NA
"647","dah",3,1301,3.81,0.014,"noun","dah","X",0,NA
"648","icy",3,1273,3.801,0.02,"noun","icy","UKUS",0,NA
"649","cor",3,1272,3.801,0.023,"name","cor","X",0,NA
"650","sri",3,1272,3.801,0.011,"name","sri","X",0,NA
"651","cam",3,1263,3.797,0.013,"name","cam","UKUS",0,NA
"652","duo",3,1244,3.791,0.021,"noun","duo","UKUS",0,NA
"653","spa",3,1243,3.791,0.015,"noun","spa","UKUS",0,NA
"654","ace",3,1240,3.79,0.019,"noun","ace","UKUS",0,NA
"655","ing",3,1230,3.786,0.02,"noun","ing","X",0,NA
"656","rot",3,1224,3.784,0.018,"noun","rot","UKUS",0,NA
"657","mia",3,1223,3.784,0.011,"name","mia","X",0,NA
"658","fab",3,1214,3.78,0.02,"noun","fab","UKUS",0,NA
"659","mph",3,1214,3.78,0.017,"noun","mph","UKUS",0,NA
"660","nil",3,1207,3.778,0.018,"noun","nil","UKUS",0,NA
"661","awe",3,1206,3.777,0.023,"noun","awe","UKUS",0,NA
"662","bev",3,1198,3.775,0.005,"name","bev","X",0,NA
"663","tam",3,1197,3.774,0.008,"name","tam","UKUS",0,NA
"664","nev",3,1183,3.769,0.002,"name","nev","X",0,NA
"665","sid",3,1178,3.767,0.008,"name","sid","X",0,NA
"666","rbs",3,1170,3.764,0.01,"name","rbs","X",0,NA
"667","gus",3,1168,3.764,0.008,"name","gus","X",0,NA
"668","bog",3,1151,3.757,0.016,"verb","bog","UKUS",0,NA
"669","mat",3,1150,3.757,0.016,"noun","mat","UKUS",0,NA
"670","bio",3,1141,3.753,0.005,"noun","bio","UKUS",0,NA
"671","las",3,1139,3.753,0.014,"name","las","X",0,NA
"672","hms",3,1136,3.751,0.012,"name","hms","X",0,NA
"673","oui",3,1115,3.743,0.009,"name","oui","X",0,NA
"674","pup",3,1108,3.741,0.01,"noun","pup","UKUS",0,NA
"675","abu",3,1101,3.738,0.009,"name","abu","X",0,NA
"676","kip",3,1097,3.736,0.007,"name","kip","UKUS",0,NA
"677","nip",3,1096,3.736,0.022,"verb","nip","UKUS",0,NA
"678","hev",3,1081,3.73,0.006,"name","hev","X",0,NA
"679","gee",3,1073,3.727,0.014,"name","gee","UKUS",0,NA
"680","der",3,1065,3.723,0.009,"noun","der","X",0,NA
"681","laa",3,1053,3.719,0.002,"name","laa","X",0,NA
"682","gum",3,1045,3.715,0.015,"noun","gum","UKUS",0,NA
"683","cox",3,1044,3.715,0.013,"name","cox","X",0,NA
"684","hic",3,1041,3.714,0.002,"adjective","hic","UKUS",0,NA
"685","bah",3,1040,3.713,0.007,"noun","bah","UKUS",0,NA
"686","mob",3,1025,3.707,0.015,"noun","mob","UKUS",0,NA
"687","bam",3,1019,3.704,0.008,"noun","bam","UKUS",0,NA
"688","hub",3,1019,3.704,0.019,"noun","hub","UKUS",0,NA
"689","jen",3,1017,3.703,0.005,"name","jen","X",0,NA
"690","hid",3,1016,3.703,0.019,"verb","hide","UKUS",0,NA
"691","eco",3,1010,3.7,0.012,"noun","eco","UKUS",0,NA
"692","tub",3,1007,3.699,0.015,"noun","tub","UKUS",0,NA
"693","ned",3,1004,3.698,0.005,"name","ned","X",0,NA
"694","bon",3,994,3.694,0.014,"name","bon","UKUS",0,NA
"695","pom",3,993,3.693,0.005,"noun","pom","X",0,NA
"696","duh",3,985,3.69,0.008,"noun","duh","UKUS",0,NA
"697","reg",3,977,3.686,0.009,"name","reg","X",0,NA
"698","opt",3,955,3.676,0.015,"verb","opt","UKUS",0,NA
"699","yer",3,955,3.676,0.006,"noun","yer","X",0,NA
"700","von",3,954,3.676,0.009,"name","von","UKUS",0,NA
"701","wit",3,952,3.675,0.018,"noun","wit","UKUS",0,NA
"702","oof",3,950,3.674,0.014,"name","oof","X",0,NA
"703","dam",3,939,3.669,0.011,"noun","dam","UKUS",0,NA
"704","peg",3,931,3.665,0.012,"verb","peg","UKUS",0,NA
"705","alf",3,921,3.66,0.009,"name","alf","X",0,NA
"706","pow",3,918,3.659,0.01,"noun","pow","X",0,NA
"707","ale",3,916,3.658,0.011,"noun","ale","UKUS",0,NA
"708","bro",3,906,3.653,0.011,"noun","bro","UKUS",0,NA
"709","ram",3,906,3.653,0.013,"noun","ram","UKUS",0,NA
"710","hoy",3,900,3.65,0.006,"name","hoy","X",0,NA
"711","yee",3,900,3.65,0.011,"name","yee","X",0,NA
"712","nat",3,898,3.649,0.006,"name","nat","X",0,NA
"713","cia",3,897,3.649,0.008,"name","cia","X",0,NA
"714","nod",3,895,3.648,0.017,"noun","nod","UKUS",0,NA
"715","bra",3,891,3.646,0.011,"noun","bra","UKUS",0,NA
"716","itv",3,888,3.645,0.012,"name","itv","X",0,NA
"717","ore",3,886,3.644,0.011,"noun","ore","UKUS",0,NA
"718","zip",3,878,3.64,0.013,"noun","zip","UKUS",0,NA
"719","soy",3,875,3.638,0.009,"noun","soy","UKUS",0,NA
"720","ivy",3,871,3.636,0.008,"name","ivy","UKUS",0,NA
"721","inn",3,869,3.635,0.013,"name","inn","UKUS",0,NA
"722","ego",3,863,3.632,0.015,"noun","ego","UKUS",0,NA
"723","g20",3,857,3.629,0.01,"name","g20","X",0,NA
"724","gaz",3,857,3.629,0.002,"name","gaz","X",0,NA
"725","gel",3,842,3.622,0.012,"noun","gel","UKUS",0,NA
"726","sow",3,842,3.622,0.01,"verb","sow","UKUS",0,NA
"727","nap",3,838,3.619,0.014,"noun","nap","UKUS",0,NA
"728","qpr",3,833,3.617,0.006,"name","qpr","X",0,NA
"729","paw",3,830,3.615,0.011,"noun","paw","UKUS",0,NA
"730","rig",3,830,3.615,0.011,"noun","rig","UKUS",0,NA
"731","hiv",3,828,3.614,0.006,"name","hiv","X",0,NA
"732","pee",3,823,3.612,0.012,"noun","pee","UKUS",0,NA
"733","ere",3,816,3.608,0.012,"unclassified","ere","UKUS",0,NA
"734","kai",3,814,3.607,0.003,"name","kai","X",0,NA
"735","sha",3,813,3.606,0.011,"verb","sha","X",0,NA
"736","yip",3,798,3.598,0.003,"name","yip","UKUS",0,NA
"737","fbi",3,798,3.598,0.008,"name","fbi","X",0,NA
"738","quo",3,797,3.598,0.013,"noun","quo","UKUS",0,NA
"739","uni",3,795,3.597,0.013,"noun","unus","X",0,NA
"740","yah",3,792,3.595,0.01,"noun","yah","UKUS",0,NA
"741","b&b",3,791,3.594,0.008,"name","b&b","X",0,NA
"742","ecb",3,791,3.594,0.007,"name","ecb","X",0,NA
"743","eva",3,789,3.593,0.006,"name","eva","X",0,NA
"744","meg",3,788,3.593,0.006,"name","meg","UKUS",0,NA
"745","mi5",3,787,3.592,0.006,"name","mi5","X",0,NA
"746","wha",3,786,3.592,0.01,"name","wha","X",0,NA
"747","nav",3,782,3.589,0.01,"noun","nav","X",0,NA
"748","fin",3,780,3.588,0.01,"noun","fin","UKUS",0,NA
"749","rag",3,777,3.587,0.013,"noun","rag","UKUS",0,NA
"750","pum",3,775,3.586,0.002,"noun","pum","X",0,NA
"751","nae",3,772,3.584,0.006,"noun","na","X",0,NA
"752","caw",3,758,3.576,0.001,"noun","caw","UKUS",0,NA
"753","wyn",3,758,3.576,0.006,"name","wyn","X",0,NA
"754","goo",3,754,3.574,0.007,"noun","goo","UKUS",0,NA
"755","tis",3,753,3.573,0.008,"unclassified","tis","X",0,NA
"756","tow",3,749,3.571,0.012,"noun","tow","UKUS",0,NA
"757","app",3,745,3.568,0.007,"noun","app","UKUS",0,NA
"758","rug",3,745,3.568,0.01,"noun","rug","UKUS",0,NA
"759","sod",3,745,3.568,0.014,"noun","sod","UKUS",0,NA
"760","bom",3,740,3.566,0.003,"noun","bom","X",0,NA
"761","tae",3,737,3.564,0.005,"noun","ta","UKUS",0,NA
"762","pui",3,737,3.564,0.002,"name","pui","X",0,NA
"763","que",3,737,3.564,0.006,"noun","que","X",0,NA
"764","eel",3,731,3.56,0.006,"noun","eel","UKUS",0,NA
"765","hup",3,730,3.56,0.006,"noun","hup","X",0,NA
"766","eee",3,717,3.552,0.007,"name","eee","X",0,NA
"767","guv",3,715,3.551,0.006,"name","guv","X",0,NA
"768","naw",3,712,3.549,0.004,"name","naw","X",0,NA
"769","spl",3,711,3.548,0.005,"name","spl","X",0,NA
"770","jac",3,710,3.548,0.003,"name","jac","X",0,NA
"771","bnp",3,708,3.546,0.006,"name","bnp","X",0,NA
"772","jew",3,697,3.54,0.008,"name","jew","X",0,NA
"773","tat",3,693,3.537,0.01,"noun","tat","UKUS",0,NA
"774","kin",3,692,3.536,0.011,"unclassified","kin","UKUS",0,NA
"775","chi",3,687,3.533,0.006,"name","chi","UKUS",0,NA
"776","bun",3,682,3.53,0.01,"noun","bun","UKUS",0,NA
"777","fag",3,671,3.523,0.01,"noun","fag","UKUS",0,NA
"778","ins",3,667,3.521,0.013,"noun","in","UKUS",0,NA
"779","rib",3,664,3.519,0.01,"noun","rib","UKUS",0,NA
"780","bmw",3,661,3.517,0.007,"name","bmw","X",0,NA
"781","ark",3,660,3.516,0.008,"name","ark","UKUS",0,NA
"782","zac",3,658,3.515,0.004,"name","zac","X",0,NA
"783","kev",3,657,3.514,0.005,"name","kev","X",0,NA
"784","arc",3,654,3.512,0.01,"name","arc","UKUS",0,NA
"785","tug",3,651,3.51,0.01,"noun","tug","UKUS",0,NA
"786","vip",3,650,3.509,0.01,"name","vip","X",0,NA
"787","rim",3,649,3.509,0.011,"noun","rim","UKUS",0,NA
"788","ads",3,645,3.506,0.009,"noun","ad","UKUS",0,NA
"789","cog",3,644,3.505,0.003,"noun","cog","UKUS",0,NA
"790","pas",3,638,3.501,0.008,"unclassified","pas","UKUS",0,NA
"791","moi",3,635,3.499,0.007,"unclassified","moi","X",0,NA
"792","noo",3,632,3.497,0.005,"noun","noo","X",0,NA
"793","dim",3,630,3.496,0.011,"noun","dim","UKUS",0,NA
"794","mic",3,630,3.496,0.009,"noun","mic","X",0,NA
"795","och",3,630,3.496,0.009,"name","och","X",0,NA
"796","coo",3,627,3.494,0.009,"noun","coo","UKUS",0,NA
"797","yen",3,621,3.49,0.007,"noun","yen","UKUS",0,NA
"798","hum",3,619,3.488,0.009,"noun","hum","UKUS",0,NA
"799","jls",3,618,3.487,0.006,"name","jls","X",0,NA
"800","dye",3,615,3.485,0.009,"noun","dye","UKUS",0,NA
"801","nee",3,614,3.485,0.005,"noun","nee","UKUS",0,NA
"802","dai",3,612,3.483,0.005,"name","dai","X",0,NA
"803","tit",3,606,3.479,0.009,"noun","tit","UKUS",0,NA
"804","fig",3,602,3.476,0.006,"noun","fig","UKUS",0,NA
"805","sis",3,599,3.474,0.01,"noun","si","UKUS",0,NA
"806","nun",3,598,3.473,0.009,"noun","nun","UKUS",0,NA
"807","coe",3,598,3.473,0.007,"name","coe","X",0,NA
"808","hog",3,597,3.472,0.009,"noun","hog","UKUS",0,NA
"809","oot",3,594,3.47,0.004,"noun","oot","X",0,NA
"810","rye",3,593,3.47,0.007,"name","rye","UKUS",0,NA
"811","mas",3,591,3.468,0.006,"name","mas","X",0,NA
"812","mop",3,584,3.463,0.01,"verb","mop","UKUS",0,NA
"813","est",3,583,3.462,0.007,"noun","est","X",0,NA
"814","huw",3,583,3.462,0.005,"name","huw","X",0,NA
"815","s4c",3,573,3.455,0.003,"name","s4c","X",0,NA
"816","mon",3,569,3.452,0.007,"name","mon","X",0,NA
